subject,condition,studyResp,studyResp2,named,afc,whichItem,trial
5,3,0,1,1,1,3,31
5,1,99999,99999,0,1,59,32
5,2,3,3,0,0,162,33
5,3,0,0,0,0,46,34
5,4,3,3,1,1,90,35
5,4,2,3,1,1,199,36
5,1,99999,99999,0,1,194,37
5,1,99999,99999,1,1,165,38
5,2,3,3,1,1,167,39
5,1,99999,99999,1,1,116,40
5,3,2,1,1,1,81,41
5,4,3,3,1,1,62,42
5,3,2,1,1,1,112,43
5,3,0,1,0,1,160,44
5,3,1,2,0,0,110,45
5,4,3,3,0,0,52,46
5,2,3,3,0,1,128,47
5,3,1,0,0,1,21,48
5,4,3,3,0,1,94,49
5,4,2,3,0,1,178,50
5,2,3,3,0,1,36,51
5,4,3,3,1,1,181,52
5,2,3,3,0,1,45,53
5,1,99999,99999,0,1,42,54
5,3,2,2,0,1,19,55
5,3,1,2,0,0,193,56
5,4,3,3,1,1,177,57
5,2,3,3,1,1,96,58
5,2,3,3,1,1,100,59
5,1,99999,99999,1,1,170,60
5,1,99999,99999,1,1,133,61
5,2,3,3,0,1,196,62
5,4,3,3,1,1,54,63
5,3,1,2,1,1,13,64
5,1,99999,99999,1,1,104,65
5,3,2,0,0,1,82,66
5,3,0,1,1,1,156,67
5,4,3,3,1,1,97,68
5,4,3,3,0,1,120,69
5,2,3,3,0,1,169,70
5,1,99999,99999,0,1,136,71
5,3,1,1,1,1,50,72
5,3,1,1,0,1,184,73
5,4,2,3,0,1,135,74
5,1,99999,99999,1,1,192,75
5,2,3,3,0,0,40,76
5,2,3,3,0,0,17,77
5,1,99999,99999,0,0,10,78
5,1,99999,99999,0,1,173,79
5,3,1,1,1,1,148,80
5,3,1,1,1,1,144,81
5,3,1,1,0,1,85,82
5,2,3,3,0,0,39,83
5,4,3,3,1,1,129,84
5,2,3,3,0,0,65,85
5,1,99999,99999,0,1,67,86
5,3,1,1,1,1,195,87
5,3,1,1,1,1,71,88
5,2,3,3,0,0,24,89
5,2,3,3,1,1,7,90
5,2,3,3,0,0,28,91
5,4,3,3,0,0,197,92
5,1,99999,99999,0,0,171,93
5,1,99999,99999,1,1,143,94
5,3,2,2,1,1,37,95
5,2,3,3,0,1,121,96
5,4,3,3,0,1,152,97
5,3,2,1,0,1,174,98
5,4,3,3,0,0,33,99
5,2,3,3,0,1,73,100
5,1,99999,99999,1,1,142,101
5,2,3,3,0,0,23,102
5,2,3,3,1,1,31,103
5,1,99999,99999,0,1,11,104
5,3,1,1,1,1,88,105
5,2,3,3,1,1,147,106
5,2,3,3,1,1,27,107
5,2,3,3,0,1,91,108
5,4,3,3,1,1,84,109
5,4,1,3,1,1,89,110
5,3,1,1,0,1,4,111
5,2,3,3,0,1,87,112
5,4,3,3,0,0,125,113
5,3,2,1,1,1,35,114
5,3,1,1,0,1,51,115
5,4,3,3,1,1,109,116
5,3,2,1,1,1,25,117
5,4,3,3,0,1,61,118
5,4,3,3,0,0,15,119
5,3,2,2,1,1,32,120
5,3,2,0,1,1,187,121
5,2,3,3,0,0,70,122
5,1,99999,99999,0,0,6,123
5,2,3,3,0,1,78,124
5,4,3,3,1,0,48,125
5,3,2,1,1,1,122,126
5,4,2,3,0,0,145,127
5,2,3,3,0,0,141,128
5,1,99999,99999,0,1,130,129
5,2,3,3,0,1,83,130
5,1,99999,99999,1,1,149,131
5,3,2,3,0,0,179,132
5,3,1,2,1,1,103,133
5,4,2,2,1,1,101,134
5,4,3,3,0,1,185,135
5,2,3,3,0,1,127,136
5,1,99999,99999,0,0,183,137
5,2,3,3,1,1,34,138
5,4,3,3,0,1,86,139
5,3,3,3,1,1,176,140
5,1,99999,99999,0,1,198,141
5,1,99999,99999,0,0,111,142
5,3,1,1,0,0,44,143
5,2,3,3,0,1,41,144
5,3,2,2,1,1,151,145
5,1,99999,99999,1,1,138,146
5,2,3,3,0,1,66,147
5,4,3,3,1,1,115,148
5,1,99999,99999,0,1,29,149
5,2,2,3,1,1,146,150
5,1,99999,99999,0,1,80,151
5,4,3,3,1,1,137,152
5,1,99999,99999,0,1,107,153
5,2,3,3,1,1,140,154
5,4,3,3,1,1,60,155
5,3,1,2,0,1,20,156
5,2,3,3,1,1,190,157
5,2,3,3,0,0,118,158
5,4,3,3,1,1,2,159
5,1,99999,99999,1,1,12,160
5,3,2,1,1,1,123,161
5,4,NaN,2,0,1,108,162
5,3,2,2,0,1,154,163
5,3,1,1,0,1,134,164
5,1,99999,99999,1,1,114,165
5,3,1,1,0,0,53,166
5,3,1,2,1,1,189,167
5,2,3,3,1,1,38,168
5,1,99999,99999,0,1,172,169
5,2,3,3,0,1,72,170
5,2,3,3,0,1,119,171
5,1,99999,99999,0,0,113,172
5,4,3,3,1,1,74,173
5,4,2,3,0,1,157,174
5,1,99999,99999,0,1,158,175
5,2,3,3,0,1,79,176
5,4,3,3,0,0,191,177
5,3,1,1,0,1,163,178
5,1,99999,99999,1,1,5,179
5,2,3,3,0,0,18,180
5,3,1,1,1,1,55,181
5,3,1,1,0,1,159,182
5,1,99999,99999,1,1,68,183
5,4,2,3,1,1,63,184
5,1,99999,99999,1,1,186,185
5,4,2,3,1,1,200,186
5,2,3,3,1,1,131,187
5,2,3,3,0,1,56,188
5,4,2,3,0,0,132,189
5,2,3,3,0,1,49,190
5,3,0,0,0,1,175,191
5,2,3,3,0,1,26,192
5,3,2,3,1,1,102,193
5,1,99999,99999,1,1,75,194
5,3,1,1,1,1,30,195
5,1,99999,99999,0,0,126,196
5,1,99999,99999,0,1,188,197
5,1,99999,99999,0,1,43,198
5,3,1,0,0,0,155,199
5,4,3,3,0,0,1,200
6,1,99999,99999,0,1,64,1
6,2,3,3,0,1,8,2
6,2,3,3,0,0,52,3
6,1,99999,99999,1,1,57,4
6,3,0,0,1,1,114,5
6,4,3,3,1,1,43,6
6,4,2,2,0,1,83,7
6,4,3,3,1,1,69,8
6,1,99999,99999,0,0,40,9
6,4,3,3,0,1,45,10
6,2,3,3,0,0,145,11
6,4,3,3,0,0,59,12
6,3,0,1,1,1,89,13
6,1,99999,99999,0,1,21,14
6,4,3,3,1,1,138,15
6,3,0,1,1,1,127,16
6,3,0,2,0,1,189,17
6,3,1,2,0,0,109,18
6,2,NaN,NaN,0,1,11,19
6,1,99999,99999,0,1,173,20
6,2,3,3,0,0,198,21
6,1,99999,99999,0,1,113,22
6,2,3,3,0,0,9,23
6,3,0,0,0,0,172,24
6,3,1,2,0,1,111,25
6,4,2,3,0,0,169,26
6,1,99999,99999,0,1,105,27
6,2,3,3,0,1,87,28
6,4,3,3,1,1,81,29
6,4,2,3,1,1,30,30
6,2,3,3,0,1,134,31
6,2,3,3,0,1,36,32
6,3,3,3,1,1,97,33
6,3,0,0,1,1,31,34
6,2,NaN,NaN,0,1,93,35
6,2,3,3,0,1,163,36
6,2,3,NaN,0,1,147,37
6,4,3,3,0,0,159,38
6,2,3,NaN,1,1,186,39
6,2,3,3,1,1,192,40
6,2,3,3,0,1,39,41
6,3,1,2,1,1,90,42
6,4,3,3,0,1,26,43
6,3,1,2,0,0,107,44
6,4,2,3,0,1,94,45
6,4,3,3,0,1,66,46
6,2,3,3,0,1,49,47
6,2,3,3,0,0,1,48
6,1,99999,99999,1,1,74,49
6,1,99999,99999,0,1,174,50
6,4,3,3,1,1,79,51
6,4,3,3,1,1,119,52
6,4,2,2,0,1,6,53
6,3,1,2,0,0,80,54
6,2,NaN,NaN,0,1,78,55
6,4,2,3,1,1,17,56
6,3,3,2,0,1,140,57
6,4,2,3,0,0,76,58
6,3,1,2,1,1,18,59
6,1,99999,99999,0,0,110,60
6,1,99999,99999,1,1,167,61
6,3,2,2,0,0,58,62
6,1,99999,99999,0,1,60,63
6,4,3,3,0,1,41,64
6,1,99999,99999,0,1,70,65
6,4,2,3,1,1,101,66
6,1,99999,99999,0,0,92,67
6,3,2,2,0,1,35,68
6,2,3,3,0,1,116,69
6,2,3,3,1,1,181,70
6,4,3,3,0,0,197,71
6,2,3,3,1,1,133,72
6,3,1,2,0,1,129,73
6,1,99999,99999,1,1,170,74
6,3,3,3,1,1,151,75
6,2,3,NaN,0,1,146,76
6,1,99999,99999,0,1,142,77
6,2,3,NaN,1,1,23,78
6,1,99999,99999,0,1,182,79
6,3,1,2,0,1,96,80
6,3,1,1,0,0,120,81
6,4,3,3,1,1,128,82
6,3,0,0,0,1,184,83
6,2,3,3,1,1,124,84
6,4,3,3,1,0,46,85
6,2,3,3,0,1,168,86
6,3,0,1,0,1,28,87
6,1,99999,99999,0,0,62,88
6,3,0,2,1,1,175,89
6,1,99999,99999,1,1,188,90
6,4,3,3,1,1,102,91
6,3,1,2,1,1,14,92
6,3,1,2,0,1,63,93
6,3,2,2,0,1,75,94
6,3,2,2,0,1,24,95
6,2,NaN,3,0,1,99,96
6,1,99999,99999,1,1,67,97
6,4,3,3,0,1,162,98
6,4,3,3,1,1,179,99
6,1,99999,99999,0,1,104,100
6,2,3,3,1,1,177,101
6,4,3,3,0,0,42,102
6,1,99999,99999,0,1,135,103
6,2,3,3,0,1,117,104
6,3,1,2,0,0,185,105
6,1,99999,99999,1,1,22,106
6,1,99999,99999,1,0,44,107
6,1,99999,99999,1,1,68,108
6,3,1,0,1,1,187,109
6,4,3,3,0,1,88,110
6,3,0,1,0,0,190,111
6,2,3,3,1,1,199,112
6,1,99999,99999,0,0,171,113
6,4,3,3,0,1,200,114
6,3,0,0,0,1,130,115
6,2,3,3,1,1,2,116
6,1,99999,99999,0,1,118,117
6,1,99999,99999,0,0,32,118
6,4,3,3,1,1,71,119
6,4,3,3,1,1,176,120
6,2,3,3,0,0,183,121
6,3,2,2,1,1,77,122
6,1,99999,99999,1,1,123,123
6,4,3,3,0,1,86,124
6,2,3,3,0,0,180,125
6,1,99999,99999,1,1,125,126
6,2,3,3,0,1,103,127
6,1,99999,99999,0,1,191,128
6,1,99999,99999,0,0,137,129
6,2,3,3,0,0,152,130
6,2,3,3,0,1,50,131
6,3,1,0,0,1,56,132
6,3,1,2,0,1,178,133
6,3,1,2,0,0,61,134
6,4,2,2,0,1,132,135
6,3,2,2,0,1,150,136
6,1,99999,99999,1,1,148,137
6,3,1,2,1,1,112,138
6,4,1,3,1,1,149,139
6,4,3,3,1,1,27,140
6,3,0,2,1,1,131,141
6,4,3,3,0,1,141,142
6,1,99999,99999,1,1,5,143
6,2,3,3,1,1,37,144
6,4,3,3,1,1,121,145
6,2,3,3,0,1,72,146
6,3,0,0,1,1,48,147
6,3,3,3,1,0,12,148
6,2,3,3,0,1,73,149
6,2,NaN,3,1,1,84,150
6,1,99999,99999,1,0,20,151
6,4,3,3,1,1,29,152
6,4,3,3,0,1,95,153
6,3,2,2,0,1,136,154
6,1,99999,99999,0,1,194,155
6,1,99999,99999,1,1,16,156
6,4,3,3,1,1,98,157
6,2,3,3,0,1,115,158
6,2,3,3,1,1,156,159
6,4,3,3,1,1,100,160
6,2,3,NaN,1,1,144,161
6,1,99999,99999,1,1,195,162
6,2,3,3,1,1,10,163
6,3,2,1,0,0,7,164
6,2,3,3,0,1,91,165
6,1,99999,99999,0,1,55,166
6,3,0,1,0,1,155,167
6,2,3,3,1,1,164,168
6,2,3,3,0,1,193,169
6,4,3,3,0,1,47,170
6,1,99999,99999,0,1,108,171
6,3,1,0,0,0,153,172
6,1,99999,99999,0,1,38,173
6,4,3,3,0,1,143,174
6,4,3,3,1,1,3,175
6,1,99999,99999,0,0,53,176
6,1,99999,99999,1,1,165,177
6,1,99999,99999,1,1,196,178
6,4,3,3,1,1,160,179
6,2,3,3,0,1,34,180
6,1,99999,99999,0,1,51,181
6,3,3,0,1,1,82,182
6,3,1,1,0,1,85,183
6,3,0,2,0,1,158,184
6,4,3,3,1,1,25,185
6,4,3,3,1,1,54,186
6,3,2,2,1,1,19,187
6,1,99999,99999,0,1,166,188
6,2,3,3,1,1,33,189
6,4,2,3,1,1,65,190
6,3,1,2,1,1,161,191
6,2,3,NaN,0,1,106,192
6,2,3,3,1,1,122,193
6,1,99999,99999,0,1,154,194
6,4,3,3,1,1,157,195
6,1,99999,99999,1,1,15,196
6,4,3,3,1,1,126,197
6,1,99999,99999,0,1,4,198
6,1,99999,99999,0,1,139,199
6,3,2,2,0,1,13,200
